,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
0,0.5994,Sun Sep 02 20:11:42 +0000 2018,0.588,0.0,0.412,1,@BBC
1,0.0,Sun Sep 02 19:47:44 +0000 2018,1.0,0.0,0.0,2,@BBC
2,0.5719,Sun Sep 02 18:08:04 +0000 2018,0.802,0.0,0.198,3,@BBC
3,0.0,Sun Sep 02 17:06:04 +0000 2018,1.0,0.0,0.0,4,@BBC
4,0.128,Sun Sep 02 16:05:04 +0000 2018,0.797,0.092,0.112,5,@BBC
5,0.0,Sun Sep 02 15:24:46 +0000 2018,1.0,0.0,0.0,6,@BBC
6,-0.2263,Sun Sep 02 15:12:01 +0000 2018,0.84,0.16,0.0,7,@BBC
7,0.5106,Sun Sep 02 14:06:08 +0000 2018,0.549,0.161,0.29,8,@BBC
8,0.0772,Sun Sep 02 14:03:02 +0000 2018,0.944,0.0,0.056,9,@BBC
9,0.0,Sun Sep 02 13:03:02 +0000 2018,1.0,0.0,0.0,10,@BBC
10,-0.3818,Sun Sep 02 12:25:11 +0000 2018,0.825,0.175,0.0,11,@BBC
11,0.0,Sun Sep 02 12:24:18 +0000 2018,1.0,0.0,0.0,12,@BBC
12,0.743,Sun Sep 02 11:34:00 +0000 2018,0.73,0.0,0.27,13,@BBC
13,0.7684,Sun Sep 02 11:03:19 +0000 2018,0.712,0.0,0.288,14,@BBC
14,0.0,Sun Sep 02 10:20:05 +0000 2018,1.0,0.0,0.0,15,@BBC
15,-0.0516,Sun Sep 02 10:07:06 +0000 2018,0.893,0.107,0.0,16,@BBC
16,0.0,Sun Sep 02 09:09:03 +0000 2018,1.0,0.0,0.0,17,@BBC
17,-0.296,Sun Sep 02 08:11:03 +0000 2018,0.82,0.18,0.0,18,@BBC
18,0.0,Sun Sep 02 07:05:06 +0000 2018,1.0,0.0,0.0,19,@BBC
19,0.802,Sat Sep 01 19:55:23 +0000 2018,0.676,0.0,0.324,20,@BBC
20,-0.5859,Sat Sep 01 18:47:18 +0000 2018,0.798,0.202,0.0,21,@BBC
21,-0.4588,Sat Sep 01 18:09:04 +0000 2018,0.786,0.214,0.0,22,@BBC
22,0.6258,Sat Sep 01 17:02:06 +0000 2018,0.718,0.0,0.282,23,@BBC
23,0.128,Sat Sep 01 16:07:05 +0000 2018,0.88,0.0,0.12,24,@BBC
24,0.0,Sat Sep 01 15:02:06 +0000 2018,1.0,0.0,0.0,25,@BBC
25,0.5262,Sat Sep 01 14:43:14 +0000 2018,0.815,0.0,0.185,26,@BBC
26,0.7184,Sat Sep 01 14:10:03 +0000 2018,0.75,0.0,0.25,27,@BBC
27,0.4019,Sat Sep 01 13:04:05 +0000 2018,0.69,0.0,0.31,28,@BBC
28,0.6369,Sat Sep 01 12:06:02 +0000 2018,0.724,0.0,0.276,29,@BBC
29,-0.4767,Sat Sep 01 11:39:44 +0000 2018,0.846,0.154,0.0,30,@BBC
30,-0.2023,Sat Sep 01 11:39:34 +0000 2018,0.726,0.173,0.101,31,@BBC
31,0.0258,Sat Sep 01 11:05:04 +0000 2018,0.8,0.098,0.102,32,@BBC
32,0.0,Sat Sep 01 10:04:00 +0000 2018,1.0,0.0,0.0,33,@BBC
33,0.0,Sat Sep 01 09:04:02 +0000 2018,1.0,0.0,0.0,34,@BBC
34,0.0,Sat Sep 01 07:59:03 +0000 2018,1.0,0.0,0.0,35,@BBC
35,0.4215,Sat Sep 01 07:05:03 +0000 2018,0.823,0.0,0.177,36,@BBC
36,0.2023,Fri Aug 31 20:31:05 +0000 2018,0.814,0.078,0.109,37,@BBC
37,0.1027,Fri Aug 31 18:00:23 +0000 2018,0.667,0.156,0.178,38,@BBC
38,0.0,Fri Aug 31 15:59:04 +0000 2018,1.0,0.0,0.0,39,@BBC
39,-0.4201,Fri Aug 31 13:04:02 +0000 2018,0.72,0.193,0.087,40,@BBC
40,0.5423,Wed Aug 29 18:31:09 +0000 2018,0.594,0.123,0.283,41,@BBC
41,0.0,Wed Aug 29 17:27:04 +0000 2018,1.0,0.0,0.0,42,@BBC
42,0.3612,Wed Aug 29 16:00:22 +0000 2018,0.783,0.0,0.217,43,@BBC
43,0.0,Wed Aug 29 14:35:57 +0000 2018,1.0,0.0,0.0,44,@BBC
44,0.296,Wed Aug 29 13:01:06 +0000 2018,0.82,0.0,0.18,45,@BBC
45,0.0,Wed Aug 29 12:00:22 +0000 2018,1.0,0.0,0.0,46,@BBC
46,-0.6486,Wed Aug 29 10:48:29 +0000 2018,0.815,0.185,0.0,47,@BBC
47,0.0,Wed Aug 29 09:08:48 +0000 2018,1.0,0.0,0.0,48,@BBC
48,0.4939,Wed Aug 29 08:00:15 +0000 2018,0.775,0.0,0.225,49,@BBC
49,-0.4404,Wed Aug 29 07:23:05 +0000 2018,0.868,0.132,0.0,50,@BBC
50,0.0,Wed Aug 29 07:00:12 +0000 2018,1.0,0.0,0.0,51,@BBC
51,0.0,Tue Aug 28 18:56:05 +0000 2018,1.0,0.0,0.0,52,@BBC
52,0.5423,Tue Aug 28 18:03:04 +0000 2018,0.78,0.0,0.22,53,@BBC
53,0.0,Tue Aug 28 16:01:02 +0000 2018,1.0,0.0,0.0,54,@BBC
54,0.5994,Tue Aug 28 14:51:38 +0000 2018,0.795,0.0,0.205,55,@BBC
55,0.3612,Tue Aug 28 14:51:32 +0000 2018,0.848,0.0,0.152,56,@BBC
56,0.0,Tue Aug 28 13:02:04 +0000 2018,1.0,0.0,0.0,57,@BBC
57,0.0,Tue Aug 28 12:48:59 +0000 2018,1.0,0.0,0.0,58,@BBC
58,0.4767,Tue Aug 28 12:00:18 +0000 2018,0.728,0.0,0.272,59,@BBC
59,0.8316,Tue Aug 28 11:33:00 +0000 2018,0.63,0.0,0.37,60,@BBC
60,-0.1027,Sat Aug 25 12:00:17 +0000 2018,0.638,0.202,0.16,61,@BBC
61,0.0,Sat Aug 25 11:07:04 +0000 2018,1.0,0.0,0.0,62,@BBC
62,0.0,Sat Aug 25 09:45:20 +0000 2018,1.0,0.0,0.0,63,@BBC
63,0.0,Sat Aug 25 09:00:19 +0000 2018,1.0,0.0,0.0,64,@BBC
64,0.0,Sat Aug 25 08:00:06 +0000 2018,1.0,0.0,0.0,65,@BBC
65,0.0,Fri Aug 24 20:03:07 +0000 2018,1.0,0.0,0.0,66,@BBC
66,0.0,Fri Aug 24 18:02:07 +0000 2018,1.0,0.0,0.0,67,@BBC
67,0.3182,Fri Aug 24 15:59:00 +0000 2018,0.874,0.0,0.126,68,@BBC
68,0.784,Fri Aug 24 14:58:04 +0000 2018,0.744,0.0,0.256,69,@BBC
69,0.0,Fri Aug 24 14:22:04 +0000 2018,1.0,0.0,0.0,70,@BBC
70,0.0,Fri Aug 24 13:07:53 +0000 2018,1.0,0.0,0.0,71,@BBC
71,0.0516,Fri Aug 24 12:01:06 +0000 2018,0.926,0.0,0.074,72,@BBC
72,0.0,Fri Aug 24 11:00:12 +0000 2018,1.0,0.0,0.0,73,@BBC
73,0.0,Fri Aug 24 08:43:01 +0000 2018,1.0,0.0,0.0,74,@BBC
74,-0.4939,Fri Aug 24 08:00:15 +0000 2018,0.862,0.138,0.0,75,@BBC
75,0.0,Fri Aug 24 07:27:06 +0000 2018,1.0,0.0,0.0,76,@BBC
76,0.0,Fri Aug 24 07:00:10 +0000 2018,1.0,0.0,0.0,77,@BBC
77,0.0,Thu Aug 23 19:00:22 +0000 2018,1.0,0.0,0.0,78,@BBC
78,0.5859,Thu Aug 23 18:02:06 +0000 2018,0.833,0.0,0.167,79,@BBC
79,0.0,Thu Aug 23 17:31:00 +0000 2018,1.0,0.0,0.0,80,@BBC
80,0.0,Sun Aug 19 16:56:00 +0000 2018,1.0,0.0,0.0,81,@BBC
81,0.5984,Sun Aug 19 16:05:00 +0000 2018,0.671,0.0,0.329,82,@BBC
82,0.0,Sun Aug 19 15:03:05 +0000 2018,1.0,0.0,0.0,83,@BBC
83,0.4404,Sun Aug 19 14:10:05 +0000 2018,0.707,0.0,0.293,84,@BBC
84,-0.2023,Sun Aug 19 13:12:07 +0000 2018,0.805,0.121,0.075,85,@BBC
85,0.0516,Sun Aug 19 11:03:06 +0000 2018,0.678,0.136,0.186,86,@BBC
86,0.5859,Sun Aug 19 10:06:04 +0000 2018,0.441,0.0,0.559,87,@BBC
87,-0.7096,Sun Aug 19 09:02:05 +0000 2018,0.763,0.237,0.0,88,@BBC
88,0.6908,Sun Aug 19 08:08:05 +0000 2018,0.659,0.0,0.341,89,@BBC
89,0.5994,Sun Aug 19 07:03:04 +0000 2018,0.813,0.0,0.187,90,@BBC
90,0.0,Sat Aug 18 19:05:04 +0000 2018,1.0,0.0,0.0,91,@BBC
91,0.144,Sat Aug 18 18:05:04 +0000 2018,0.893,0.0,0.107,92,@BBC
92,0.0,Sat Aug 18 17:01:07 +0000 2018,1.0,0.0,0.0,93,@BBC
93,0.4091,Sat Aug 18 16:07:09 +0000 2018,0.837,0.0,0.163,94,@BBC
94,0.8519,Sat Aug 18 15:05:06 +0000 2018,0.623,0.0,0.377,95,@BBC
95,0.0,Sat Aug 18 13:01:03 +0000 2018,1.0,0.0,0.0,96,@BBC
96,0.4215,Sat Aug 18 12:00:15 +0000 2018,0.833,0.0,0.167,97,@BBC
97,0.0,Sat Aug 18 11:04:02 +0000 2018,1.0,0.0,0.0,98,@BBC
98,0.7845,Sat Aug 18 09:55:35 +0000 2018,0.532,0.12,0.349,99,@BBC
99,0.8885,Sat Aug 18 09:44:45 +0000 2018,0.632,0.0,0.368,100,@BBC
100,0.0,Sun Aug 12 17:18:17 +0000 2018,1.0,0.0,0.0,101,@BBC
101,0.0,Sun Aug 12 17:04:06 +0000 2018,1.0,0.0,0.0,102,@BBC
102,0.0,Sun Aug 12 16:04:05 +0000 2018,1.0,0.0,0.0,103,@BBC
103,0.0,Sun Aug 12 15:05:03 +0000 2018,1.0,0.0,0.0,104,@BBC
104,0.0,Sun Aug 12 14:04:02 +0000 2018,1.0,0.0,0.0,105,@BBC
105,-0.296,Sun Aug 12 13:02:03 +0000 2018,0.879,0.121,0.0,106,@BBC
106,0.4588,Sun Aug 12 12:04:07 +0000 2018,0.87,0.0,0.13,107,@BBC
107,0.4753,Sun Aug 12 11:01:07 +0000 2018,0.877,0.0,0.123,108,@BBC
108,-0.296,Sun Aug 12 10:02:00 +0000 2018,0.896,0.104,0.0,109,@BBC
109,0.7506,Sun Aug 12 09:31:08 +0000 2018,0.529,0.076,0.394,110,@BBC
110,-0.296,Sun Aug 12 09:03:03 +0000 2018,0.732,0.171,0.098,111,@BBC
111,0.0,Sun Aug 12 08:42:38 +0000 2018,1.0,0.0,0.0,112,@BBC
112,0.7096,Sun Aug 12 08:42:32 +0000 2018,0.763,0.0,0.237,113,@BBC
113,0.0,Sun Aug 12 08:40:01 +0000 2018,1.0,0.0,0.0,114,@BBC
114,-0.0772,Sun Aug 12 08:02:04 +0000 2018,0.559,0.231,0.21,115,@BBC
115,0.0258,Sun Aug 12 07:03:03 +0000 2018,0.73,0.133,0.137,116,@BBC
116,0.0,Sat Aug 11 20:02:03 +0000 2018,1.0,0.0,0.0,117,@BBC
117,0.3182,Sat Aug 11 19:01:06 +0000 2018,0.881,0.0,0.119,118,@BBC
118,0.0,Sat Aug 11 17:04:05 +0000 2018,1.0,0.0,0.0,119,@BBC
119,0.0,Sat Aug 11 16:04:00 +0000 2018,1.0,0.0,0.0,120,@BBC
120,0.5106,Sat Aug 04 18:10:03 +0000 2018,0.809,0.0,0.191,121,@BBC
121,0.0,Sat Aug 04 17:03:07 +0000 2018,1.0,0.0,0.0,122,@BBC
122,-0.4215,Sat Aug 04 16:07:05 +0000 2018,0.865,0.135,0.0,123,@BBC
123,0.5106,Sat Aug 04 15:05:06 +0000 2018,0.829,0.0,0.171,124,@BBC
124,0.5697,Sat Aug 04 14:06:06 +0000 2018,0.433,0.184,0.383,125,@BBC
125,0.0,Sat Aug 04 13:19:26 +0000 2018,1.0,0.0,0.0,126,@BBC
126,0.5719,Sat Aug 04 13:19:04 +0000 2018,0.748,0.0,0.252,127,@BBC
127,0.0,Sat Aug 04 13:04:05 +0000 2018,1.0,0.0,0.0,128,@BBC
128,0.34,Sat Aug 04 12:10:17 +0000 2018,0.745,0.0,0.255,129,@BBC
129,-0.4588,Sat Aug 04 12:05:02 +0000 2018,0.636,0.364,0.0,130,@BBC
130,0.34,Sat Aug 04 11:05:04 +0000 2018,0.87,0.0,0.13,131,@BBC
131,0.2263,Sat Aug 04 10:05:07 +0000 2018,0.909,0.0,0.091,132,@BBC
132,0.0,Sat Aug 04 09:06:02 +0000 2018,1.0,0.0,0.0,133,@BBC
133,-0.2363,Sat Aug 04 08:03:05 +0000 2018,0.903,0.097,0.0,134,@BBC
134,0.8779,Sat Aug 04 07:00:15 +0000 2018,0.631,0.0,0.369,135,@BBC
135,0.0,Fri Aug 03 21:02:05 +0000 2018,1.0,0.0,0.0,136,@BBC
136,0.0,Fri Aug 03 18:04:05 +0000 2018,1.0,0.0,0.0,137,@BBC
137,0.0,Fri Aug 03 17:29:03 +0000 2018,1.0,0.0,0.0,138,@BBC
138,0.0,Fri Aug 03 15:59:00 +0000 2018,1.0,0.0,0.0,139,@BBC
139,0.3612,Fri Aug 03 14:03:46 +0000 2018,0.83,0.055,0.115,140,@BBC
140,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.829,0.0,0.171,1,@CBS
141,0.0,Fri Aug 31 21:26:49 +0000 2018,1.0,0.0,0.0,2,@CBS
142,0.0,Fri Aug 31 18:01:01 +0000 2018,1.0,0.0,0.0,3,@CBS
143,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.761,0.239,0.0,4,@CBS
144,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.83,0.0,0.17,5,@CBS
145,0.0,Mon Aug 27 23:36:57 +0000 2018,1.0,0.0,0.0,6,@CBS
146,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.879,0.121,0.0,7,@CBS
147,0.0,Wed Aug 22 20:55:25 +0000 2018,1.0,0.0,0.0,8,@CBS
148,0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,0.0,9,@CBS
149,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,0.171,10,@CBS
150,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,0.113,11,@CBS
151,0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,0.0,12,@CBS
152,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,0.092,13,@CBS
153,0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,0.0,14,@CBS
154,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,0.126,15,@CBS
155,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,0.0,16,@CBS
156,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,0.144,17,@CBS
157,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,0.419,18,@CBS
158,0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,0.0,19,@CBS
159,0.6696,Thu Aug 09 21:00:00 +0000 2018,0.745,0.0,0.255,20,@CBS
160,0.7901,Thu Aug 09 18:47:00 +0000 2018,0.72,0.0,0.28,21,@CBS
161,0.6696,Wed Aug 08 16:05:11 +0000 2018,0.791,0.0,0.209,22,@CBS
162,0.0,Tue Aug 07 16:06:57 +0000 2018,1.0,0.0,0.0,23,@CBS
163,0.3612,Mon Aug 06 00:20:55 +0000 2018,0.889,0.0,0.111,24,@CBS
164,0.5411,Mon Aug 06 00:07:38 +0000 2018,0.683,0.098,0.219,25,@CBS
165,0.3818,Mon Aug 06 00:02:58 +0000 2018,0.894,0.0,0.106,26,@CBS
166,0.5093,Mon Aug 06 00:02:02 +0000 2018,0.845,0.0,0.155,27,@CBS
167,0.0,Sun Aug 05 23:58:41 +0000 2018,1.0,0.0,0.0,28,@CBS
168,0.8316,Sun Aug 05 23:44:39 +0000 2018,0.694,0.0,0.306,29,@CBS
169,0.0,Sun Aug 05 23:41:21 +0000 2018,1.0,0.0,0.0,30,@CBS
170,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.843,0.0,0.157,31,@CBS
171,0.0,Sun Aug 05 23:35:46 +0000 2018,1.0,0.0,0.0,32,@CBS
172,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.827,0.0,0.173,33,@CBS
173,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.798,0.202,0.0,34,@CBS
174,0.0,Sun Aug 05 23:10:20 +0000 2018,1.0,0.0,0.0,35,@CBS
175,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.775,0.0,0.225,36,@CBS
176,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.853,0.0,0.147,37,@CBS
177,-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.917,0.083,0.0,38,@CBS
178,0.0,Sun Aug 05 22:58:36 +0000 2018,1.0,0.0,0.0,39,@CBS
179,-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.936,0.064,0.0,40,@CBS
180,0.1384,Sun Aug 05 19:16:45 +0000 2018,0.823,0.079,0.098,41,@CBS
181,0.0,Sun Aug 05 19:15:53 +0000 2018,1.0,0.0,0.0,42,@CBS
182,0.4588,Sun Aug 05 18:54:24 +0000 2018,0.818,0.0,0.182,43,@CBS
183,0.0,Sun Aug 05 18:01:09 +0000 2018,1.0,0.0,0.0,44,@CBS
184,0.0,Sun Aug 05 17:55:07 +0000 2018,1.0,0.0,0.0,45,@CBS
185,0.0,Sun Aug 05 17:51:13 +0000 2018,1.0,0.0,0.0,46,@CBS
186,0.0,Sun Aug 05 17:47:01 +0000 2018,1.0,0.0,0.0,47,@CBS
187,-0.0018,Sun Aug 05 17:39:48 +0000 2018,0.853,0.074,0.073,48,@CBS
188,0.0,Sun Aug 05 17:28:37 +0000 2018,1.0,0.0,0.0,49,@CBS
189,-0.0602,Sun Aug 05 17:28:03 +0000 2018,0.599,0.219,0.182,50,@CBS
190,0.1761,Sun Aug 05 17:27:46 +0000 2018,0.735,0.105,0.16,51,@CBS
191,0.1027,Sun Aug 05 17:27:41 +0000 2018,0.767,0.11,0.123,52,@CBS
192,0.0498,Sun Aug 05 17:27:31 +0000 2018,0.746,0.123,0.13,53,@CBS
193,0.6114,Sun Aug 05 14:47:12 +0000 2018,0.818,0.0,0.182,54,@CBS
194,0.2263,Sat Aug 04 22:57:37 +0000 2018,0.917,0.0,0.083,55,@CBS
195,0.0,Sat Aug 04 00:24:55 +0000 2018,1.0,0.0,0.0,56,@CBS
196,0.6124,Fri Aug 03 22:34:08 +0000 2018,0.76,0.0,0.24,57,@CBS
197,0.9098,Tue Jul 31 21:02:33 +0000 2018,0.531,0.0,0.469,58,@CBS
198,0.34,Sat Jul 28 16:43:56 +0000 2018,0.876,0.0,0.124,59,@CBS
199,0.5707,Wed Jul 25 17:25:36 +0000 2018,0.813,0.0,0.187,60,@CBS
200,0.4019,Fri Jul 06 22:22:55 +0000 2018,0.847,0.0,0.153,61,@CBS
201,0.7777,Fri Jul 06 18:26:37 +0000 2018,0.657,0.0,0.343,62,@CBS
202,0.3612,Thu Jul 05 21:12:17 +0000 2018,0.898,0.0,0.102,63,@CBS
203,0.3182,Mon Jul 02 21:13:11 +0000 2018,0.892,0.0,0.108,64,@CBS
204,0.0,Mon Jul 02 20:47:32 +0000 2018,1.0,0.0,0.0,65,@CBS
205,0.0,Mon Jul 02 17:27:06 +0000 2018,1.0,0.0,0.0,66,@CBS
206,0.5411,Mon Jul 02 17:00:02 +0000 2018,0.741,0.0,0.259,67,@CBS
207,0.0,Wed Jun 27 20:31:32 +0000 2018,1.0,0.0,0.0,68,@CBS
208,0.7574,Wed Jun 27 14:00:01 +0000 2018,0.711,0.0,0.289,69,@CBS
209,0.5574,Mon Jun 25 18:20:25 +0000 2018,0.796,0.0,0.204,70,@CBS
210,0.1867,Fri Jun 22 21:19:06 +0000 2018,0.902,0.0,0.098,71,@CBS
211,0.4199,Fri Jun 22 18:33:53 +0000 2018,0.811,0.0,0.189,72,@CBS
212,0.4926,Thu Jun 21 23:29:50 +0000 2018,0.758,0.0,0.242,73,@CBS
213,0.3555,Wed Jun 20 00:39:01 +0000 2018,0.642,0.136,0.222,74,@CBS
214,0.0,Mon Jun 18 20:27:50 +0000 2018,1.0,0.0,0.0,75,@CBS
215,0.0,Mon Jun 18 15:00:46 +0000 2018,1.0,0.0,0.0,76,@CBS
216,0.9392,Sun Jun 17 13:00:01 +0000 2018,0.507,0.0,0.493,77,@CBS
217,0.3595,Fri Jun 15 18:48:29 +0000 2018,0.872,0.0,0.128,78,@CBS
218,-0.296,Thu Jun 14 17:30:00 +0000 2018,0.833,0.167,0.0,79,@CBS
219,0.1779,Thu Jun 14 16:19:32 +0000 2018,0.734,0.12,0.147,80,@CBS
220,0.4184,Sun Jun 10 15:00:01 +0000 2018,0.843,0.0,0.157,81,@CBS
221,0.5093,Sat Jun 09 21:00:02 +0000 2018,0.845,0.0,0.155,82,@CBS
222,0.0,Sat Jun 09 16:00:00 +0000 2018,1.0,0.0,0.0,83,@CBS
223,0.296,Fri Jun 08 19:46:17 +0000 2018,0.82,0.0,0.18,84,@CBS
224,0.0,Fri Jun 08 15:00:03 +0000 2018,1.0,0.0,0.0,85,@CBS
225,0.9078,Fri Jun 08 13:58:15 +0000 2018,0.564,0.0,0.436,86,@CBS
226,0.3612,Thu Jun 07 17:03:26 +0000 2018,0.872,0.0,0.128,87,@CBS
227,0.2732,Wed Jun 06 21:00:24 +0000 2018,0.719,0.105,0.176,88,@CBS
228,0.3595,Wed Jun 06 00:08:30 +0000 2018,0.872,0.0,0.128,89,@CBS
229,-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.723,0.177,0.1,90,@CBS
230,0.4574,Tue Jun 05 22:12:28 +0000 2018,0.824,0.0,0.176,91,@CBS
231,0.5093,Tue Jun 05 19:00:02 +0000 2018,0.845,0.0,0.155,92,@CBS
232,0.0,Tue Jun 05 15:04:41 +0000 2018,1.0,0.0,0.0,93,@CBS
233,0.0,Mon Jun 04 17:00:00 +0000 2018,1.0,0.0,0.0,94,@CBS
234,-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.807,0.131,0.062,95,@CBS
235,0.8442,Fri Jun 01 17:00:03 +0000 2018,0.664,0.0,0.336,96,@CBS
236,0.8932,Thu May 31 23:50:00 +0000 2018,0.545,0.0,0.455,97,@CBS
237,0.4926,Wed May 30 15:07:34 +0000 2018,0.849,0.0,0.151,98,@CBS
238,0.0,Mon May 28 21:00:01 +0000 2018,1.0,0.0,0.0,99,@CBS
239,0.0,Mon May 28 02:08:19 +0000 2018,1.0,0.0,0.0,100,@CBS
240,0.2714,Mon Apr 16 16:02:49 +0000 2018,0.806,0.071,0.123,101,@CBS
241,-0.296,Mon Apr 16 15:00:02 +0000 2018,0.833,0.167,0.0,102,@CBS
242,0.5719,Mon Apr 16 06:11:41 +0000 2018,0.821,0.0,0.179,103,@CBS
243,0.765,Mon Apr 16 06:00:00 +0000 2018,0.708,0.0,0.292,104,@CBS
244,0.0,Mon Apr 16 05:55:00 +0000 2018,1.0,0.0,0.0,105,@CBS
245,0.0,Mon Apr 16 05:30:00 +0000 2018,1.0,0.0,0.0,106,@CBS
246,0.636,Mon Apr 16 05:00:00 +0000 2018,0.682,0.0,0.318,107,@CBS
247,0.128,Mon Apr 16 05:00:00 +0000 2018,0.776,0.1,0.123,108,@CBS
248,0.5255,Mon Apr 16 03:56:42 +0000 2018,0.841,0.0,0.159,109,@CBS
249,0.8392,Mon Apr 16 03:06:10 +0000 2018,0.437,0.123,0.44,110,@CBS
250,0.4389,Mon Apr 16 03:02:50 +0000 2018,0.792,0.0,0.208,111,@CBS
251,0.8268,Mon Apr 16 03:00:10 +0000 2018,0.648,0.0,0.352,112,@CBS
252,0.0,Mon Apr 16 02:58:55 +0000 2018,1.0,0.0,0.0,113,@CBS
253,0.8687,Mon Apr 16 02:57:41 +0000 2018,0.605,0.0,0.395,114,@CBS
254,0.7152,Mon Apr 16 02:35:58 +0000 2018,0.626,0.0,0.374,115,@CBS
255,0.0,Mon Apr 16 02:26:16 +0000 2018,1.0,0.0,0.0,116,@CBS
256,0.5106,Mon Apr 16 02:22:40 +0000 2018,0.798,0.0,0.202,117,@CBS
257,0.8877,Mon Apr 16 02:12:19 +0000 2018,0.512,0.0,0.488,118,@CBS
258,0.0,Mon Apr 16 02:10:19 +0000 2018,1.0,0.0,0.0,119,@CBS
259,0.7027,Mon Apr 16 02:10:11 +0000 2018,0.744,0.0,0.256,120,@CBS
260,0.0,Fri Apr 06 13:45:00 +0000 2018,1.0,0.0,0.0,121,@CBS
261,0.5859,Thu Apr 05 21:44:00 +0000 2018,0.806,0.0,0.194,122,@CBS
262,0.6597,Thu Apr 05 19:07:48 +0000 2018,0.759,0.0,0.241,123,@CBS
263,-0.3875,Thu Apr 05 17:00:00 +0000 2018,0.769,0.157,0.074,124,@CBS
264,0.807,Wed Apr 04 22:07:01 +0000 2018,0.687,0.0,0.313,125,@CBS
265,0.7568,Wed Apr 04 21:48:07 +0000 2018,0.712,0.0,0.288,126,@CBS
266,0.8495,Wed Apr 04 21:47:26 +0000 2018,0.634,0.0,0.366,127,@CBS
267,0.4926,Wed Apr 04 21:46:13 +0000 2018,0.803,0.0,0.197,128,@CBS
268,-0.3182,Wed Apr 04 21:44:17 +0000 2018,0.905,0.095,0.0,129,@CBS
269,-0.25,Wed Apr 04 18:02:13 +0000 2018,0.867,0.133,0.0,130,@CBS
270,0.0,Tue Apr 03 23:00:00 +0000 2018,1.0,0.0,0.0,131,@CBS
271,0.0,Tue Apr 03 21:00:02 +0000 2018,1.0,0.0,0.0,132,@CBS
272,0.7096,Tue Apr 03 18:00:00 +0000 2018,0.742,0.0,0.258,133,@CBS
273,0.7906,Tue Apr 03 05:17:01 +0000 2018,0.579,0.0,0.421,134,@CBS
274,0.1513,Mon Apr 02 17:30:00 +0000 2018,0.792,0.092,0.116,135,@CBS
275,0.6486,Sun Apr 01 17:00:03 +0000 2018,0.798,0.0,0.202,136,@CBS
276,0.0,Sat Mar 31 18:00:00 +0000 2018,1.0,0.0,0.0,137,@CBS
277,0.4199,Sat Mar 31 15:30:00 +0000 2018,0.887,0.0,0.113,138,@CBS
278,0.4926,Fri Mar 30 16:50:00 +0000 2018,0.873,0.0,0.127,139,@CBS
279,0.0,Thu Mar 29 17:32:40 +0000 2018,1.0,0.0,0.0,140,@CBS
280,0.7184,Sun Sep 02 22:00:11 +0000 2018,0.7,0.0,0.3,1,@CNN
281,0.0,Sun Sep 02 21:45:04 +0000 2018,1.0,0.0,0.0,2,@CNN
282,0.2846,Sun Sep 02 21:30:13 +0000 2018,0.893,0.0,0.107,3,@CNN
283,0.0,Sun Sep 02 21:15:07 +0000 2018,1.0,0.0,0.0,4,@CNN
284,0.8481,Sun Sep 02 21:00:05 +0000 2018,0.586,0.0,0.414,5,@CNN
285,0.34,Sun Sep 02 20:45:08 +0000 2018,0.667,0.133,0.2,6,@CNN
286,-0.296,Sun Sep 02 20:30:12 +0000 2018,0.845,0.155,0.0,7,@CNN
287,-0.7783,Sun Sep 02 20:15:04 +0000 2018,0.595,0.405,0.0,8,@CNN
288,0.5267,Sun Sep 02 20:00:11 +0000 2018,0.841,0.0,0.159,9,@CNN
289,-0.6597,Sun Sep 02 19:45:05 +0000 2018,0.649,0.351,0.0,10,@CNN
290,0.3612,Sun Sep 02 19:30:03 +0000 2018,0.872,0.0,0.128,11,@CNN
291,0.34,Sun Sep 02 19:15:38 +0000 2018,0.893,0.0,0.107,12,@CNN
292,-0.802,Sun Sep 02 19:00:11 +0000 2018,0.526,0.474,0.0,13,@CNN
